Customer_ID,recency,frequency,monetary,r_score,f_score,m_score,rf_score,segment
17326,410,2,321.95,2,2,2,22,Hibernating
14424,19,1,322.08,5,2,2,52,Potential_Loyalists
16342,77,4,322.41,3,3,2,33,Need_Attention
14832,632,1,322.69,1,1,2,11,Hibernating
16627,81,1,322.8,3,2,2,32,About_to_Sleep
14263,425,1,322.93,1,1,2,11,Hibernating
17793,27,1,323.04,4,2,2,42,Potential_Loyalists
16195,725,1,323.25,1,1,2,11,Hibernating
13025,733,1,323.39,1,1,2,11,Hibernating
17440,158,4,323.58,3,3,2,33,Need_Attention
15869,279,3,323.66,2,3,2,23,At_Risk
13834,578,2,324.19,1,2,2,12,Hibernating
18261,45,2,324.24,4,2,2,42,Potential_Loyalists
16685,63,2,324.24,3,2,2,32,About_to_Sleep
12946,438,1,324.45,1,1,2,11,Hibernating
15982,607,1,324.51,1,1,2,11,Hibernating
13801,68,1,324.8,3,2,2,32,About_to_Sleep
15670,298,2,325.2,2,2,2,22,Hibernating
13661,605,1,325.24,1,1,2,11,Hibernating
17439,657,1,325.74,1,1,2,11,Hibernating
17843,305,2,326.23,2,2,2,22,Hibernating
13646,401,2,326.25,2,2,2,22,Hibernating
14070,686,1,326.55,1,1,2,11,Hibernating
12460,458,1,326.65,1,1,2,11,Hibernating
16322,3,2,326.75,5,3,2,53,Potential_Loyalists
12804,467,2,327.02,1,2,2,12,Hibernating
13498,732,1,327.38,1,1,2,11,Hibernating
15735,423,1,327.68,1,1,2,11,Hibernating
15709,285,2,327.85,2,2,2,22,Hibernating
16318,37,1,328.15,4,1,2,41,Promising
14747,251,1,328.2,2,1,2,21,Hibernating
15213,320,2,328.35,2,2,2,22,Hibernating
16855,25,2,328.4,4,3,2,43,Potential_Loyalists
14012,279,1,328.8,2,1,2,21,Hibernating
16286,479,2,328.95,1,2,2,12,Hibernating
15979,604,1,329.22,1,1,2,11,Hibernating
15153,33,1,329.25,4,2,2,42,Potential_Loyalists
17154,77,1,329.34,3,2,2,32,About_to_Sleep
16436,670,3,329.34,1,3,2,13,At_Risk
17518,427,2,329.42,1,2,2,12,Hibernating
18186,724,1,329.58,1,1,2,11,Hibernating
12850,447,1,330.0,1,1,2,11,Hibernating
15130,171,1,330.11,3,2,2,32,About_to_Sleep
13010,376,2,330.12,2,2,2,22,Hibernating
12807,385,1,330.35,2,1,2,21,Hibernating
17301,23,2,330.43,4,3,2,43,Potential_Loyalists
14517,35,2,330.45,4,3,2,43,Potential_Loyalists
17309,97,3,330.59,3,3,2,33,Need_Attention
15878,563,2,330.77,1,2,2,12,Hibernating
16478,27,3,331.0,4,3,2,43,Potential_Loyalists
13981,417,1,331.14,1,1,2,11,Hibernating
16030,311,1,331.24,2,1,2,21,Hibernating
17435,413,1,331.35,1,1,2,11,Hibernating
15512,157,4,331.58,3,3,2,33,Need_Attention
17647,67,3,331.66,3,3,2,33,Need_Attention
16452,632,2,332.17,1,2,2,12,Hibernating
16803,67,1,332.3,3,2,2,32,About_to_Sleep
16850,335,1,332.41,2,1,2,21,Hibernating
13904,39,2,332.64,4,2,2,42,Potential_Loyalists
14137,697,1,332.7,1,1,2,11,Hibernating
16234,478,3,333.18,1,3,2,13,At_Risk
14957,255,2,333.29,2,2,2,22,Hibernating
14241,185,2,333.7,3,3,2,33,Need_Attention
13216,269,1,333.74,2,1,2,21,Hibernating
17607,378,1,333.81,2,1,2,21,Hibernating
12350,312,1,334.4,2,1,2,21,Hibernating
17821,408,1,334.62,2,1,2,21,Hibernating
12489,338,1,334.93,2,1,2,21,Hibernating
14094,441,1,335.22,1,1,2,11,Hibernating
16063,262,1,335.32,2,1,2,21,Hibernating
14196,108,1,335.52,3,2,2,32,About_to_Sleep
16273,650,2,336.04,1,2,2,12,Hibernating
13482,234,2,336.09,2,2,2,22,Hibernating
15619,12,1,336.4,5,2,2,52,Potential_Loyalists
17914,5,1,336.43,5,2,2,52,Potential_Loyalists
17488,643,1,336.5,1,1,2,11,Hibernating
17973,53,1,337.04,4,1,2,41,Promising
18269,368,1,337.2,2,1,2,21,Hibernating
13930,59,2,337.34,4,2,2,42,Potential_Loyalists
12780,600,1,337.4,1,1,2,11,Hibernating
15942,135,1,337.44,3,2,2,32,About_to_Sleep
12869,683,1,337.67,1,1,2,11,Hibernating
17296,732,1,338.13,1,1,2,11,Hibernating
14799,53,2,338.15,4,2,2,42,Potential_Loyalists
17776,388,2,338.56,2,2,2,22,Hibernating
14630,486,1,338.65,1,1,2,11,Hibernating
17839,44,1,338.8,4,1,2,41,Promising
17697,238,1,338.95,2,1,2,21,Hibernating
14203,399,1,339.34,2,1,2,21,Hibernating
13737,202,1,339.6,2,2,2,22,Hibernating
12698,592,1,339.75,1,1,2,11,Hibernating
12900,424,1,340.33,1,1,2,11,Hibernating
15818,590,1,340.5,1,1,2,11,Hibernating
16044,437,1,340.84,1,1,2,11,Hibernating
17928,47,3,341.24,4,3,2,43,Potential_Loyalists
17917,47,3,341.28,4,3,2,43,Potential_Loyalists
13347,72,1,341.36,3,2,2,32,About_to_Sleep
16585,595,2,341.59,1,2,2,12,Hibernating
16826,53,1,341.7,4,1,2,41,Promising
17542,271,3,341.7,2,3,2,23,At_Risk
17833,725,1,342.36,1,1,2,11,Hibernating
14989,663,1,342.4,1,1,2,11,Hibernating
16851,6,3,342.45,5,3,2,53,Potential_Loyalists
18047,383,2,342.69,2,2,2,22,Hibernating
13519,80,2,343.21,3,2,2,32,About_to_Sleep
18081,38,3,343.45,4,3,2,43,Potential_Loyalists
15520,3,1,343.5,5,2,2,52,Potential_Loyalists
15047,271,1,343.62,2,1,2,21,Hibernating
16990,220,2,344.0,2,2,2,22,Hibernating
13068,12,2,344.0,5,3,2,53,Potential_Loyalists
17569,334,1,344.14,2,1,2,21,Hibernating
15519,385,2,344.61,2,2,2,22,Hibernating
18199,685,1,344.75,1,1,2,11,Hibernating
14633,268,1,344.9,2,1,2,21,Hibernating
13774,83,1,345.0,3,2,2,32,About_to_Sleep
14724,592,1,345.25,1,1,2,11,Hibernating
15781,27,3,345.46,4,3,2,43,Potential_Loyalists
16423,26,1,346.12,4,2,2,42,Potential_Loyalists
12411,411,1,346.9,2,1,2,21,Hibernating
13062,193,1,346.98,2,2,2,22,Hibernating
12441,368,1,347.1,2,1,2,21,Hibernating
16006,213,2,347.17,2,2,2,22,Hibernating
15085,731,1,347.54,1,1,2,11,Hibernating
17668,3,2,347.75,5,3,2,53,Potential_Loyalists
12760,457,1,347.8,1,1,2,11,Hibernating
15282,572,1,348.59,1,1,2,11,Hibernating
17577,647,2,348.75,1,2,2,12,Hibernating
13790,6,1,348.8,5,2,2,52,Potential_Loyalists
14545,676,1,349.25,1,1,2,11,Hibernating
18250,312,1,349.27,2,1,2,21,Hibernating
18090,423,1,349.4,1,1,2,11,Hibernating
13550,385,1,349.51,2,1,2,21,Hibernating
13887,206,1,349.55,2,2,2,22,Hibernating
13670,77,1,349.7,3,2,2,32,About_to_Sleep
12532,32,1,349.83,4,2,2,42,Potential_Loyalists
16476,433,1,350.35,1,1,2,11,Hibernating
17795,181,2,350.39,3,2,2,32,About_to_Sleep
17835,4,3,350.64,5,3,2,53,Potential_Loyalists
13281,441,1,350.85,1,1,2,11,Hibernating
13332,16,1,350.9,5,2,2,52,Potential_Loyalists
14252,383,1,350.99,2,1,2,21,Hibernating
16263,425,1,351.01,1,1,2,11,Hibernating
13923,55,1,351.13,4,1,2,41,Promising
16192,737,1,351.3,1,1,2,11,Hibernating
12566,88,1,351.65,3,2,2,32,About_to_Sleep
15334,158,3,351.67,3,3,2,33,Need_Attention
16857,444,1,352.8,1,1,2,11,Hibernating
13765,655,1,352.82,1,1,2,11,Hibernating
17196,429,1,352.9,1,1,2,11,Hibernating
17780,669,3,352.91,1,3,2,13,At_Risk
16690,74,4,353.03,3,4,2,34,Loyal_Customers
16382,410,2,353.1,2,2,2,22,Hibernating
14804,10,1,353.27,5,2,2,52,Potential_Loyalists
13343,179,1,353.43,3,2,2,32,About_to_Sleep
13210,95,1,353.48,3,2,2,32,About_to_Sleep
16323,198,2,353.66,2,2,2,22,Hibernating
12715,108,1,353.86,3,2,2,32,About_to_Sleep
17252,118,2,353.86,3,3,2,33,Need_Attention
12845,269,4,354.09,2,3,2,23,At_Risk
12888,216,2,354.12,2,3,2,23,At_Risk
15986,32,2,354.42,4,3,2,43,Potential_Loyalists
14268,472,1,354.85,1,1,2,11,Hibernating
16920,413,1,355.45,1,1,2,11,Hibernating
12996,377,1,355.5,2,1,2,21,Hibernating
12617,31,1,355.53,4,2,2,42,Potential_Loyalists
15840,60,2,355.56,4,2,2,42,Potential_Loyalists
17200,389,4,356.71,2,3,2,23,At_Risk
14500,90,3,356.85,3,3,2,33,Need_Attention
13234,674,2,356.95,1,2,2,12,Hibernating
18273,4,4,357.0,5,4,2,54,Champions
18040,21,2,357.2,4,3,2,43,Potential_Loyalists
16971,40,1,357.21,4,1,2,41,Promising
17967,373,2,357.29,2,2,2,22,Hibernating
12495,642,1,357.4,1,1,2,11,Hibernating
15595,489,1,357.6,1,1,2,11,Hibernating
16606,406,2,357.66,2,2,2,22,Hibernating
13228,83,1,358.0,3,2,2,32,About_to_Sleep
17748,529,1,358.15,1,1,2,11,Hibernating
16856,16,3,358.49,5,3,2,53,Potential_Loyalists
17948,149,1,358.56,3,2,2,32,About_to_Sleep
18003,378,1,358.61,2,1,2,21,Hibernating
15863,27,5,358.7,4,4,2,44,Loyal_Customers
15120,135,1,358.82,3,2,2,32,About_to_Sleep
14919,541,1,359.35,1,1,2,11,Hibernating
14926,383,2,359.4,2,2,2,22,Hibernating
17660,143,2,359.47,3,2,2,32,About_to_Sleep
13181,383,1,359.69,2,1,2,21,Hibernating
15008,482,2,360.0,1,2,2,12,Hibernating
13298,3,1,360.0,5,2,2,52,Potential_Loyalists
18208,567,1,360.08,1,1,2,11,Hibernating
17945,698,3,360.35,1,3,2,13,At_Risk
18091,595,1,360.85,1,1,2,11,Hibernating
13274,411,1,360.85,2,1,2,21,Hibernating
16305,140,1,361.22,3,2,2,32,About_to_Sleep
13844,13,1,361.62,5,2,2,52,Potential_Loyalists
16259,412,3,361.94,1,3,2,13,At_Risk
16052,56,1,362.06,4,2,2,42,Potential_Loyalists
18119,369,1,362.24,2,1,2,21,Hibernating
17339,96,3,362.36,3,3,2,33,Need_Attention
14122,408,3,362.42,2,3,2,23,At_Risk
14840,269,2,362.71,2,2,2,22,Hibernating
13962,23,3,362.8,4,3,2,43,Potential_Loyalists
16378,249,3,362.95,2,3,2,23,At_Risk
16078,285,2,362.99,2,2,2,22,Hibernating
14253,495,2,363.4,1,2,2,12,Hibernating
16509,298,1,363.7,2,1,2,21,Hibernating
14528,39,1,364.22,4,1,2,41,Promising
15343,89,1,364.5,3,2,2,32,About_to_Sleep
15949,18,2,364.72,5,3,2,53,Potential_Loyalists
14886,254,1,364.8,2,1,2,21,Hibernating
17536,179,3,364.83,3,3,2,33,Need_Attention
15029,621,1,365.1,1,1,2,11,Hibernating
16974,524,2,365.5,1,2,2,12,Hibernating
17911,11,1,366.23,5,2,2,52,Potential_Loyalists
12899,415,1,366.4,1,1,2,11,Hibernating
14244,662,1,366.42,1,1,2,11,Hibernating
14962,272,4,366.91,2,3,2,23,At_Risk
13187,339,4,367.01,2,3,2,23,At_Risk
14018,647,1,367.15,1,1,2,11,Hibernating
16448,200,2,367.87,2,2,2,22,Hibernating
15477,651,1,368.4,1,1,2,11,Hibernating
14888,209,1,369.2,2,2,2,22,Hibernating
16758,67,1,369.34,3,2,2,32,About_to_Sleep
17792,469,2,370.05,1,2,2,12,Hibernating
15458,27,2,370.44,4,3,2,43,Potential_Loyalists
14168,422,2,370.45,1,2,2,12,Hibernating
15765,668,1,370.63,1,1,2,11,Hibernating
15063,215,1,370.8,2,2,2,22,Hibernating
15975,86,1,371.01,3,2,2,32,About_to_Sleep
14950,21,1,371.2,4,2,2,42,Potential_Loyalists
15472,115,1,371.56,3,2,2,32,About_to_Sleep
18155,77,3,371.62,3,3,2,33,Need_Attention
17245,206,2,371.63,2,2,2,22,Hibernating
13164,571,2,372.2,1,2,2,12,Hibernating
12981,31,2,372.22,4,3,2,43,Potential_Loyalists
15989,377,2,372.51,2,2,2,22,Hibernating
12544,38,1,372.7,4,1,2,41,Promising
12895,44,2,372.8,4,2,2,42,Potential_Loyalists
14981,248,2,372.92,2,2,2,22,Hibernating
13197,611,1,373.01,1,1,2,11,Hibernating
15337,413,1,373.02,1,1,2,11,Hibernating
17437,531,1,373.17,1,1,2,11,Hibernating
13283,61,4,373.36,3,3,2,33,Need_Attention
13351,68,1,373.94,3,2,2,32,About_to_Sleep
13545,392,2,374.64,2,2,2,22,Hibernating
14067,65,2,374.7,3,2,2,32,About_to_Sleep
17810,670,2,374.81,1,2,2,12,Hibernating
14294,409,1,375.34,2,1,2,21,Hibernating
14448,11,2,375.35,5,3,2,53,Potential_Loyalists
13688,637,1,375.5,1,1,2,11,Hibernating
17912,312,6,375.5,2,4,2,24,At_Risk
14531,481,1,376.34,1,1,2,11,Hibernating
14353,217,3,376.5,2,3,2,23,At_Risk
17489,60,2,376.64,4,2,2,42,Potential_Loyalists
16544,521,4,376.7,1,3,2,13,At_Risk
17717,423,1,376.92,1,1,2,11,Hibernating
17736,11,3,377.44,5,3,2,53,Potential_Loyalists
12941,726,1,377.49,1,1,2,11,Hibernating
12651,336,4,377.75,2,3,2,23,At_Risk
17078,38,2,378.2,4,2,2,42,Potential_Loyalists
13372,91,1,378.64,3,2,2,32,About_to_Sleep
16909,74,1,379.14,3,2,2,32,About_to_Sleep
18162,734,1,379.16,1,1,2,11,Hibernating
14200,619,1,379.2,1,1,2,11,Hibernating
17783,74,3,379.91,3,3,2,33,Need_Attention
16577,668,1,380.0,1,1,2,11,Hibernating
14731,49,3,380.02,4,3,2,43,Potential_Loyalists
16930,28,3,380.55,4,3,2,43,Potential_Loyalists
17573,31,3,380.6,4,3,2,43,Potential_Loyalists
12796,630,1,381.0,1,1,2,11,Hibernating
17903,396,1,381.09,2,1,2,21,Hibernating
17393,412,2,381.15,1,2,2,12,Hibernating
15090,310,1,381.32,2,1,2,21,Hibernating
16304,696,1,381.66,1,1,2,11,Hibernating
14908,76,2,381.9,3,2,2,32,About_to_Sleep
13657,12,2,382.14,5,3,2,53,Potential_Loyalists
13997,521,3,382.31,1,3,2,13,At_Risk
16988,7,2,382.67,5,3,2,53,Potential_Loyalists
17568,635,1,382.79,1,1,2,11,Hibernating
14767,476,1,382.81,1,1,2,11,Hibernating
13817,31,2,382.98,4,3,2,43,Potential_Loyalists
12832,34,2,383.03,4,3,2,43,Potential_Loyalists
12547,199,3,383.58,2,3,2,23,At_Risk
15440,56,3,383.68,4,3,2,43,Potential_Loyalists
12515,355,1,383.7,2,1,2,21,Hibernating
13792,68,3,383.95,3,3,2,33,Need_Attention
15155,385,1,383.97,2,1,2,21,Hibernating
14598,46,2,384.04,4,2,2,42,Potential_Loyalists
16982,62,1,384.06,3,2,2,32,About_to_Sleep
17012,727,1,384.16,1,1,2,11,Hibernating
17250,5,2,384.52,5,3,2,53,Potential_Loyalists
16433,30,2,384.52,4,3,2,43,Potential_Loyalists
17171,291,2,384.59,2,2,2,22,Hibernating
17772,12,3,384.77,5,3,2,53,Potential_Loyalists
17711,12,2,385.1,5,3,2,53,Potential_Loyalists
14826,583,2,385.2,1,2,2,12,Hibernating
17804,378,3,385.23,2,3,2,23,At_Risk
12829,338,3,385.3,2,3,2,23,At_Risk
12889,383,4,385.46,2,3,2,23,At_Risk
12973,415,1,385.55,1,1,2,11,Hibernating
16492,542,1,385.56,1,1,2,11,Hibernating
14779,282,3,386.15,2,3,2,23,At_Risk
16148,298,2,386.62,2,2,2,22,Hibernating
17771,58,4,387.41,4,3,2,43,Potential_Loyalists
17357,26,2,388.14,4,3,2,43,Potential_Loyalists
13899,18,2,388.52,5,3,2,53,Potential_Loyalists
13896,627,1,388.55,1,1,2,11,Hibernating
15592,48,1,388.58,4,1,2,41,Promising
18227,219,2,388.75,2,2,2,22,Hibernating
17595,14,2,388.79,5,3,2,53,Potential_Loyalists
12690,207,1,389.01,2,2,2,22,Hibernating
17479,634,1,389.26,1,1,2,11,Hibernating
13345,289,1,389.5,2,1,2,21,Hibernating
14752,45,1,389.64,4,1,2,41,Promising
17116,650,1,389.78,1,1,2,11,Hibernating
18024,154,2,389.78,3,2,2,32,About_to_Sleep
17936,7,1,389.84,5,2,2,52,Potential_Loyalists
14197,412,1,390.05,1,1,2,11,Hibernating
17614,59,1,390.07,4,2,2,42,Potential_Loyalists
17753,466,4,390.56,1,3,2,13,At_Risk
14706,620,1,390.69,1,1,2,11,Hibernating
14072,668,1,390.85,1,1,2,11,Hibernating
13966,437,1,390.86,1,1,2,11,Hibernating
16783,438,1,391.95,1,1,2,11,Hibernating
16827,395,5,392.13,2,4,2,24,At_Risk
17563,580,2,392.38,1,2,2,12,Hibernating
13584,308,3,392.45,2,3,2,23,At_Risk
16868,396,3,393.39,2,3,2,23,At_Risk
15437,264,2,393.45,2,2,2,22,Hibernating
15345,47,1,393.54,4,1,2,41,Promising
17300,392,2,393.64,2,2,2,22,Hibernating
12499,562,1,393.72,1,1,2,11,Hibernating
15386,188,1,394.14,3,1,2,31,About_to_Sleep
16207,27,1,394.38,4,2,2,42,Potential_Loyalists
12677,557,2,395.1,1,2,2,12,Hibernating
17617,560,1,395.33,1,1,2,11,Hibernating
13083,6,3,395.43,5,3,2,53,Potential_Loyalists
17286,23,3,395.48,4,3,2,43,Potential_Loyalists
13879,647,1,395.5,1,1,2,11,Hibernating
18067,42,1,396.33,4,1,2,41,Promising
17918,502,3,396.39,1,3,2,13,At_Risk
15883,4,2,396.48,5,3,2,53,Potential_Loyalists
13597,402,2,396.71,2,2,2,22,Hibernating
17486,263,1,396.87,2,1,2,21,Hibernating
13673,20,2,396.92,5,3,2,53,Potential_Loyalists
12824,61,1,397.12,3,2,2,32,About_to_Sleep
17789,283,2,397.15,2,2,2,22,Hibernating
15429,28,2,397.35,4,3,2,43,Potential_Loyalists
13352,62,1,397.98,3,2,2,32,About_to_Sleep
15577,153,5,397.98,3,4,2,34,Loyal_Customers
12508,28,2,398.27,4,3,2,43,Potential_Loyalists
17830,3,3,398.7,5,3,2,53,Potential_Loyalists
15522,34,2,398.84,4,3,2,43,Potential_Loyalists
13252,396,2,399.3,2,2,2,22,Hibernating
16538,543,3,399.62,1,3,2,13,At_Risk
18164,39,1,399.65,4,1,2,41,Promising
14358,391,2,400.06,2,2,2,22,Hibernating
17168,500,1,400.2,1,1,2,11,Hibernating
17403,38,2,400.57,4,2,2,42,Potential_Loyalists
14471,593,2,400.95,1,2,2,12,Hibernating
14736,487,2,401.08,1,2,2,12,Hibernating
14494,27,3,401.46,4,3,2,43,Potential_Loyalists
18048,205,3,401.73,2,3,2,23,At_Risk
16893,368,2,401.77,2,2,2,22,Hibernating
16998,151,5,402.0,3,4,2,34,Loyal_Customers
17094,324,2,402.2,2,2,2,22,Hibernating
15501,406,2,402.5,2,2,2,22,Hibernating
15037,378,2,402.51,2,2,2,22,Hibernating
16315,332,2,402.71,2,2,2,22,Hibernating
14172,607,3,402.72,1,3,2,13,At_Risk
13530,636,1,402.98,1,1,2,11,Hibernating
17431,315,1,403.3,2,1,2,21,Hibernating
17785,55,3,403.38,4,3,2,43,Potential_Loyalists
14678,581,1,403.39,1,1,2,11,Hibernating
12498,23,3,403.7,4,3,2,43,Potential_Loyalists
16484,175,2,404.3,3,2,2,32,About_to_Sleep
16319,219,1,404.4,2,2,2,22,Hibernating
17379,13,1,404.66,5,2,2,52,Potential_Loyalists
15941,639,1,405.0,1,1,2,11,Hibernating
13640,613,1,405.0,1,1,2,11,Hibernating
13143,586,1,405.1,1,1,2,11,Hibernating
12922,163,1,405.38,3,2,2,32,About_to_Sleep
18111,591,1,405.85,1,1,2,11,Hibernating
12741,531,2,406.07,1,2,2,12,Hibernating
15342,131,1,406.09,3,2,2,32,About_to_Sleep
15280,174,3,406.22,3,3,2,33,Need_Attention
17000,398,2,406.3,2,2,2,22,Hibernating
16632,487,2,406.4,1,2,2,12,Hibernating
12353,206,2,406.76,2,2,2,22,Hibernating
15446,378,3,406.95,2,3,2,23,At_Risk
12974,199,2,408.95,2,2,2,22,Hibernating
13686,184,3,409.04,3,3,2,33,Need_Attention
16243,35,2,409.1,4,3,2,43,Potential_Loyalists
16864,436,2,409.25,1,2,2,12,Hibernating
15225,236,1,409.4,2,1,2,21,Hibernating
14348,262,1,409.57,2,1,2,21,Hibernating
17598,383,1,409.98,2,1,2,21,Hibernating
15099,86,1,410.48,3,2,2,32,About_to_Sleep
15960,376,4,410.95,2,3,2,23,At_Risk
16815,455,2,410.97,1,2,2,12,Hibernating
16272,118,1,411.7,3,2,2,32,About_to_Sleep
13827,59,3,412.05,4,3,2,43,Potential_Loyalists
18050,361,2,412.06,2,2,2,22,Hibernating
14620,207,2,412.78,2,2,2,22,Hibernating
17662,663,2,412.92,1,2,2,12,Hibernating
17767,17,2,413.05,5,3,2,53,Potential_Loyalists
14082,366,2,413.36,2,2,2,22,Hibernating
13669,52,3,413.55,4,3,2,43,Potential_Loyalists
17052,30,1,413.75,4,2,2,42,Potential_Loyalists
13002,320,3,414.13,2,3,2,23,At_Risk
18278,75,2,414.2,3,2,2,32,About_to_Sleep
13565,21,3,414.8,5,3,2,53,Potential_Loyalists
16752,374,1,415.0,2,1,2,21,Hibernating
14333,69,1,415.2,3,2,2,32,About_to_Sleep
15725,17,1,415.25,5,2,2,52,Potential_Loyalists
12608,406,1,415.79,2,1,2,21,Hibernating
12930,80,2,415.8,3,2,2,32,About_to_Sleep
16356,199,6,415.87,2,4,2,24,At_Risk
16355,377,1,416.35,2,1,2,21,Hibernating
15011,397,2,416.6,2,2,2,22,Hibernating
16957,241,2,416.64,2,2,2,22,Hibernating
15935,241,2,416.86,2,2,2,22,Hibernating
16816,105,4,417.06,3,3,2,33,Need_Attention
17258,398,2,417.3,2,2,2,22,Hibernating
12833,147,1,417.38,3,2,2,32,About_to_Sleep
14762,265,2,417.57,2,2,2,22,Hibernating
16832,186,5,417.61,3,4,2,34,Loyal_Customers
16629,75,2,417.73,3,2,2,32,About_to_Sleep
17855,374,1,417.94,2,1,2,21,Hibernating
17701,254,1,417.95,2,1,2,21,Hibernating
15968,390,1,418.05,2,1,2,21,Hibernating
13073,413,2,418.08,1,2,2,12,Hibernating
12593,110,3,418.1,3,3,2,33,Need_Attention
15262,325,3,418.82,2,3,2,23,At_Risk
13079,6,6,419.18,5,4,2,54,Champions
14124,86,1,419.58,3,2,2,32,About_to_Sleep
13096,396,1,419.7,2,1,2,21,Hibernating
13442,669,3,419.87,1,3,2,13,At_Risk
13672,303,3,419.92,2,3,2,23,At_Risk
18128,539,1,420.04,1,1,2,11,Hibernating
15711,558,2,420.25,1,2,2,12,Hibernating
15894,255,2,420.29,2,2,2,22,Hibernating
15206,12,4,420.3,5,4,2,54,Champions
14757,77,1,420.5,3,2,2,32,About_to_Sleep
16773,59,3,421.24,4,3,2,43,Potential_Loyalists
13574,413,1,421.25,1,1,2,11,Hibernating
17601,241,2,421.48,2,2,2,22,Hibernating
17232,4,2,421.52,5,3,2,53,Potential_Loyalists
16149,6,3,422.22,5,3,2,53,Potential_Loyalists
18240,48,1,422.58,4,1,2,41,Promising
16689,77,2,422.6,3,2,2,32,About_to_Sleep
16137,682,1,422.7,1,1,2,11,Hibernating
13374,416,2,422.8,1,2,2,12,Hibernating
14097,483,2,422.86,1,2,2,12,Hibernating
17330,24,4,423.8,4,4,2,44,Loyal_Customers
15504,83,4,423.85,3,3,2,33,Need_Attention
16913,292,3,423.91,2,3,2,23,At_Risk
16541,737,1,424.03,1,1,2,11,Hibernating
17103,724,1,424.3,1,1,2,11,Hibernating
13703,320,2,425.56,2,2,2,22,Hibernating
15217,565,1,426.24,1,1,2,11,Hibernating
15966,452,1,426.53,1,1,2,11,Hibernating
14288,215,1,426.6,2,2,2,22,Hibernating
15930,69,1,426.63,3,2,2,32,About_to_Sleep
18152,648,1,426.69,1,1,2,11,Hibernating
17740,391,6,426.9,2,4,2,24,At_Risk
18285,662,1,427.0,1,1,2,11,Hibernating
12740,65,1,427.6,3,2,2,32,About_to_Sleep
15360,41,1,427.93,4,1,2,41,Promising
15545,56,2,428.05,4,2,2,42,Potential_Loyalists
17285,630,2,428.34,1,2,2,12,Hibernating
18089,448,1,428.45,1,1,2,11,Hibernating
16324,130,3,428.68,3,3,2,33,Need_Attention
15888,82,3,429.16,3,3,2,33,Need_Attention
15915,403,1,429.21,2,1,2,21,Hibernating
13413,641,6,429.44,1,4,2,14,At_Risk
15230,241,2,429.6,2,2,2,22,Hibernating
15461,462,2,429.7,1,2,2,12,Hibernating
15450,32,1,429.84,4,2,2,42,Potential_Loyalists
12827,7,3,430.15,5,3,2,53,Potential_Loyalists
12795,20,1,430.48,5,2,2,52,Potential_Loyalists
12452,18,2,430.57,5,3,2,53,Potential_Loyalists
17842,604,1,430.69,1,1,2,11,Hibernating
15488,94,5,431.92,3,4,2,34,Loyal_Customers
14042,727,1,431.98,1,1,2,11,Hibernating
16881,68,1,432.0,3,2,2,32,About_to_Sleep
16236,80,1,432.2,3,2,2,32,About_to_Sleep
16604,564,2,432.45,1,2,2,12,Hibernating
17687,422,1,432.68,1,1,2,11,Hibernating
16522,437,2,433.36,1,2,2,12,Hibernating
15613,612,1,433.72,1,1,2,11,Hibernating
12493,167,2,433.74,3,2,2,32,About_to_Sleep
18029,644,1,433.77,1,1,2,11,Hibernating
14581,18,2,433.8,5,3,2,53,Potential_Loyalists
14238,328,3,434.23,2,3,2,23,At_Risk
14910,4,4,434.35,5,4,2,54,Champions
15323,564,3,434.6,1,3,2,13,At_Risk
12445,24,2,434.98,4,3,2,43,Potential_Loyalists
18110,21,2,435.43,4,3,2,43,Potential_Loyalists
16166,430,2,435.83,1,2,2,12,Hibernating
14123,735,1,436.18,1,1,2,11,Hibernating
16084,301,1,436.18,2,1,2,21,Hibernating
17178,733,1,436.71,1,1,2,11,Hibernating
14877,420,2,437.0,1,2,2,12,Hibernating
12672,331,2,437.05,2,2,2,22,Hibernating
16888,402,3,437.15,2,3,2,23,At_Risk
15553,62,1,437.23,3,2,2,32,About_to_Sleep
14846,429,1,437.4,1,1,2,11,Hibernating
12552,40,2,437.82,4,2,2,42,Potential_Loyalists
17807,397,3,437.87,2,3,2,23,At_Risk
15859,434,1,438.46,1,1,2,11,Hibernating
17729,598,1,438.65,1,1,2,11,Hibernating
13964,389,2,438.9,2,2,2,22,Hibernating
13358,270,1,439.03,2,1,2,21,Hibernating
13432,573,2,439.1,1,2,2,12,Hibernating
17718,234,2,439.18,2,2,2,22,Hibernating
13086,384,1,439.33,2,1,2,21,Hibernating
16968,6,2,439.43,5,3,2,53,Potential_Loyalists
14979,737,1,439.46,1,1,2,11,Hibernating
16025,31,1,439.66,4,2,2,42,Potential_Loyalists
13954,3,2,439.92,5,3,2,53,Potential_Loyalists
18233,327,1,440.0,2,1,2,21,Hibernating
12579,80,1,440.42,3,2,2,32,About_to_Sleep
16932,55,3,440.71,4,3,2,43,Potential_Loyalists
13738,398,1,440.93,2,1,2,21,Hibernating
17699,478,2,442.0,1,2,2,12,Hibernating
14996,483,2,442.29,1,2,2,12,Hibernating
14093,14,1,442.85,5,2,2,52,Potential_Loyalists
18222,94,1,443.0,3,2,2,32,About_to_Sleep
16404,72,1,443.05,3,2,2,32,About_to_Sleep
16424,193,2,443.06,2,2,2,22,Hibernating
14638,52,1,443.6,4,1,2,41,Promising
18270,40,3,444.55,4,3,2,43,Potential_Loyalists
12788,465,4,444.9,1,3,2,13,At_Risk
